# #3543, 1/2/2003 15:30:00 ~ 4/18/2017 15:30:00
# Open, High, Low, Volume, Close
474000,480500,472000,594854,480000
480000,480500,464000,646559,465000
470000,477000,468000,379139,477000
471000,474500,459500,527244,466000
456000,461500,453000,504945,461000
460000,470000,457500,305357,470000
478000,478500,470500,537707,477000
474000,478500,469000,381479,469000
465000,465500,454000,504925,461000
458000,467500,458000,281467,466500
456000,460500,452500,751108,456500
453000,456500,447500,651351,449000
447500,458500,446000,656017,456000
454500,456500,442000,436803,443500
451000,453500,446000,475289,451500
452500,456500,449000,376354,455000
455000,457000,450500,265957,455500
456500,467000,456500,364500,465000
465000,470000,460500,353318,466000
469500,470500,466500,388327,468500
470000,475500,466500,341156,471000
468000,470000,461000,430977,461000
460500,460500,449500,567509,451500
451500,453000,441000,576982,450000
449000,454000,444000,392066,445000
437500,453000,436000,1041971,453000
453000,461500,452500,1015208,452500
460000,462500,453000,429952,455000
460000,464500,457500,441544,461000
451000,458000,449000,490590,454000
455000,456500,442000,776460,442500
442500,444000,437500,782612,442500
445500,452000,443500,470633,448500
441000,448000,441000,445253,442000
444000,446500,442000,452067,442000
445000,446500,435500,586749,439000
439000,442000,439000,439136,441500
440000,442500,438000,368876,440000
448000,454000,445000,448634,451000
451000,453000,446500,378898,449000
449000,457500,447500,447718,457500
467000,467000,458500,448150,460000
463500,469000,462000,399440,465000
471000,477500,468500,750498,469000
480000,512000,478000,1469628,508000
505000,510000,498000,679915,505000
508000,509000,500000,440843,503000
491000,499500,491000,574867,494500
495000,500000,490500,632553,496500
501000,507000,500000,554950,506000
509000,524000,507000,538967,521000
521000,530000,515000,403077,526000
542000,555000,535000,1475796,545000
554000,554000,530000,696294,535000
538000,548000,532000,583722,538000
541000,541000,528000,473272,533000
533000,534000,521000,430378,524000
524000,530000,520000,252921,530000
515000,524000,514000,458660,517000
514000,517000,509000,371285,509000
505000,515000,503000,364986,512000
516000,535000,514000,697507,527000
536000,546000,535000,452758,543000
547000,550000,538000,411416,546000
550000,559000,548000,608784,554000
560000,560000,546000,571000,549000
545000,555000,542000,335215,555000
555000,566000,551000,625017,563000
561000,571000,556000,364409,560000
563000,568000,549000,373082,549000
551000,555000,545000,377718,555000
547000,554000,544000,363375,549000
545000,552000,539000,381737,547000
540000,544000,529000,608511,531000
528000,529000,522000,490896,525000
527000,532000,523000,344548,526000
520000,545000,520000,419377,545000
555000,558000,549000,498670,554000
555000,559000,552000,359226,554000
554000,569000,552000,428181,569000
571000,571000,564000,428855,564000
561000,563000,547000,404777,549000
540000,545000,535000,353565,539000
538000,542000,530000,452426,531000
529000,541000,528000,922782,533000
530000,533000,507000,921331,524000
532000,533000,525000,364469,525000
517000,528000,514000,394146,528000
534000,547000,532000,423484,545000
548000,548000,537000,440752,544000
541000,555000,540000,341101,555000
550000,554000,541000,400081,544000
535000,544000,532000,382156,541000
540000,545000,535000,420804,542000
545000,547000,531000,468804,535000
547000,554000,543000,854116,545000
549000,561000,548000,491426,555000
562000,565000,557000,402826,560000
568000,572000,563000,597861,572000
570000,575000,568000,395780,575000
578000,579000,565000,410563,565000
584000,595000,582000,833831,595000
595000,607000,591000,544137,600000
605000,605000,597000,428071,605000
599000,600000,590000,321363,595000
595000,614000,594000,435900,610000
615000,622000,612000,605118,616000
616000,616000,608000,804183,615000
610000,610000,592000,1106913,594000
595000,599000,591000,774293,599000
607000,615000,599000,683283,615000
613000,627000,608000,865964,625000
625000,631000,617000,738484,620000
625000,637000,622000,720217,637000
637000,638000,626000,561874,626000
626000,629000,615000,702086,618000
618000,619000,601000,795390,602000
585000,590000,572000,1216802,576000
560000,571000,549000,1382599,557000
557000,561000,546000,764935,556000
556000,564000,550000,951100,555000
548000,550000,526000,1161899,528000
525000,540000,518000,914973,540000
530000,534000,492000,1015597,509000
509000,516000,499000,1053296,501000
515000,530000,511000,905499,525000
520000,525000,507000,772133,507000
511000,516000,485500,1077128,491500
488000,492000,458000,1093093,458000
450500,478000,448000,1087083,473500
479000,506000,478500,829377,500000
496000,509000,487000,830837,494500
499500,502000,493500,449980,502000
514000,515000,506000,399931,511000
502000,503000,491500,542560,492000
511000,513000,505000,560753,506000
516000,520000,510000,510303,520000
517000,518000,499500,477512,506000
508000,517000,506000,310043,515000
510000,511000,499000,515988,502000
503000,507000,473500,1020033,473500
475000,481500,467000,679272,481000
492000,497000,488500,566203,496000
505000,507000,496000,413647,498000
504000,505000,480500,577082,483000
475000,479000,465000,1118674,468000
468000,468500,433000,1442295,436500
430000,444000,426500,929633,428500
430000,438500,421000,794498,438500
440000,451500,434500,748944,436000
439500,442000,429000,737159,442000
435000,444000,428000,524323,435500
440000,449000,437000,602878,446000
442000,444500,435500,428963,444000
450000,454000,443500,571102,449000
462000,472500,459000,723754,469500
474500,483000,471500,607260,482000
480000,480000,464500,537068,468000
460000,473500,458000,461056,471000
474500,479500,469500,519841,477000
476000,477500,464500,512358,465000
455000,455000,441000,717982,444000
444000,446500,433500,550043,443000
436500,446500,436500,457163,441000
425000,437000,420000,750052,437000
427000,432000,419500,1106829,420000
418000,425500,417500,775613,424000
426000,429500,422000,667768,423000
426500,433500,422000,515481,433500
429500,432500,416500,609056,418000
416000,419000,399500,1145554,408500
404000,423000,399500,961775,423000
415000,427500,414000,482588,426500
419000,423000,417000,404989,417000
426500,431500,425000,474890,429500
417500,418500,413500,622068,417500
417000,421500,415500,391026,418000
410000,420500,410000,327744,418000
414000,421000,410000,416817,420000
427000,429500,421000,469084,423000
415500,418000,410000,358967,411000
416500,419500,414000,390078,417000
417500,417500,408000,447638,408000
410000,415000,409000,287373,413000
405500,413000,403000,375988,413000
413000,423500,410500,431818,423000
415000,426000,414000,358431,419500
408000,419000,408000,506802,419000
417000,425500,416500,376410,424000
428000,430500,425500,368387,425500
423000,431000,421500,569759,431000
431000,440000,426000,496574,438000
436000,438000,426500,361485,430000
435000,436000,425500,287150,425500
429500,432000,422500,415044,430000
434500,442000,434000,559471,441500
439500,439500,433500,326266,434000
437000,439500,431000,435439,438000
439000,447000,434500,405015,445000
446000,453000,443000,457356,451000
455000,459000,453500,497112,456000
456000,460000,454000,402941,458500
458500,462500,455500,241630,458000
451000,454000,446500,468386,451000
451000,457000,447500,377377,453000
452000,456000,448000,352113,452000
446000,448000,436500,647732,436500
435000,436500,428500,473691,433500
434000,437000,432000,264463,434000
434000,440000,433500,345375,433500
433500,440000,431000,642054,439000
442000,459500,438000,875749,457500
463500,475000,462000,793351,475000
487000,488000,481000,811288,483500
477500,485000,477000,497374,478000
471000,486000,469000,587680,480000
480000,482000,468500,688965,469500
468500,476500,467000,469603,469000
473000,474500,469000,354370,474000
475000,479000,462500,392799,462500
458000,460000,454500,475166,460000
456000,461500,454000,346485,459000
453000,459000,453000,532078,458000
458000,463500,456000,530609,461000
471000,490000,471000,636619,490000
493000,493000,484000,463306,488000
489500,501000,485000,723015,494500
491000,494500,482000,362921,488000
483000,487500,474500,836061,476500
470500,472500,465500,768317,466500
464000,464000,446000,1061701,446000
447000,451000,446500,727849,449000
448000,448000,437000,1017089,444000
441000,446500,436500,1293901,437000
432000,436000,428000,742560,432500
440000,443500,436000,528292,438500
431000,439000,427500,498320,428500
428500,436000,427500,583366,429000
435000,441500,434000,465858,437500
433000,433000,424500,630626,428000
429500,433500,429000,274872,430000
433500,435000,424500,531995,429000
441000,442500,434000,453529,439500
438000,440000,432500,535245,439500
437500,441000,433000,227882,439500
436000,443000,436000,329018,440000
442000,455000,441000,504366,455000
456000,456500,448000,601677,448000
452000,454000,449500,641179,452500
458500,458500,440000,422837,440000
434500,437500,430000,535503,431000
432000,439000,432000,366057,439000
439000,443000,435500,610884,437000
449000,451000,443500,454098,448500
453000,460000,452500,380686,456500
459000,460000,455000,495098,455500
456000,462500,455500,439562,461500
465000,469500,460000,588572,463500
460000,466000,449500,445179,454000
442000,445500,436500,691533,440000
445000,445500,438000,464291,441000
438000,442000,434000,463002,439500
440000,444500,438000,443705,441000
438500,446000,431500,535018,433000
429000,431000,423500,625415,426000
427000,435000,425500,614068,434500
428500,430500,424500,433472,429000
436000,438000,427000,519975,428500
433000,434000,423000,692020,426000
425000,425000,418000,393351,418000
414500,418500,410500,535599,411000
405500,419500,403000,544378,419500
417000,420500,410000,801717,413000
411000,412000,404500,517691,406000
400000,403500,399000,490546,402000
402000,413500,402000,553669,412500
418000,428500,418000,669601,428500
433500,444000,432000,861837,440000
441000,444500,435500,450291,444000
437000,446000,437000,347023,445000
446000,447000,440000,299601,446000
448500,449500,442000,314704,442500
445000,446000,432000,317565,434500
434500,435000,430000,318328,433000
433000,437500,431500,235473,437500
436000,438000,431500,272727,436000
434000,444500,433500,342186,444500
443000,451000,443000,345360,450500
452500,453000,446000,218558,451000
450000,451000,446000,280347,447000
440000,443000,436500,467322,443000
439000,445500,435000,343063,435000
441000,441500,435500,272369,440500
442000,442000,437500,250135,438000
438000,442000,433500,557131,442000
443500,444000,440000,294457,442000
442000,447000,441000,473963,444000
440000,474000,439500,1438070,471500
490000,494500,482500,1235910,492500
490000,490500,484500,604888,486000
486000,488500,479000,457066,480000
480000,485000,475500,385404,480000
475000,486000,475000,300696,486000
482500,488000,477500,381465,488000
480000,485000,479000,363372,483500
485000,493500,484500,497768,490500
495000,495000,490500,399866,492000
491500,491500,480000,284435,489000
488000,495000,484000,329335,495000
495000,498500,491500,437123,491500
491500,494000,486500,395070,490500
486000,497000,486000,348983,496000
494000,498500,493000,257129,495500
506000,512000,503000,678715,510000
505000,509000,501000,517794,506000
513000,522000,510000,565369,517000
520000,521000,511000,534955,519000
522000,531000,518000,480293,520000
517000,522000,515000,350246,517000
518000,527000,514000,367125,527000
530000,532000,524000,468639,528000
528000,529000,518000,357168,522000
514000,516000,509000,394983,511000
510000,520000,507000,419776,519000
524000,529000,521000,417694,522000
530000,531000,521000,554130,527000
525000,528000,517000,548569,517000
515000,526000,512000,606709,519000
517000,517000,508000,488203,510000
515000,515000,500000,590399,507000
507000,508000,500000,527607,502000
499000,500000,491500,497898,500000
503000,508000,499500,632675,499500
507000,519000,504000,640226,519000
513000,516000,508000,416910,510000
512000,514000,499000,500684,502000
499000,504000,495500,370997,503000
493000,498500,492000,417586,496000
493000,498000,493000,255059,495000
491500,499000,490000,335494,492000
493000,501000,489500,315959,496000
493000,499500,491500,318491,498500
501000,506000,497500,402056,503000
505000,506000,500000,217500,505000
510000,511000,507000,179687,510000
510000,511000,500000,337115,502000
494000,499500,494000,362906,498000
506000,507000,501000,346725,502000
502000,516000,500000,453138,512000
512000,517000,510000,344399,517000
518000,520000,510000,410120,518000
518000,520000,515000,357174,518000
524000,525000,520000,278919,522000
522000,522000,516000,191323,517000
516000,520000,513000,207740,520000
518000,520000,516000,213519,518000
513000,514000,502000,663520,502000
500000,502000,489000,866964,491500
473500,481500,472000,864948,476000
477000,480000,474000,602959,474000
478500,483000,469000,657711,470000
462000,470000,457500,586475,466000
475000,476000,467000,334597,467000
462000,474500,462000,328776,474500
474500,474500,471000,187546,471000
463000,467000,461000,411813,464000
463000,463500,457000,394049,460000
452000,456500,449500,585597,452000
456000,458000,450000,236912,455500
455000,461500,452500,277432,455000
455000,467000,455000,346370,464500
466500,475500,466500,493666,474000
475000,477500,470500,400770,475000
478000,479500,475500,213574,477000
475000,475500,471500,346095,472000
474000,480000,474000,417218,475000
475000,485000,472000,410919,481500
485000,490000,484000,347032,488000
490000,493000,483500,363568,489500
494500,495000,489000,341989,489500
493000,501000,492500,508780,498500
499500,502000,495000,233768,498500
496000,498500,494500,160941,498000
496500,498500,493000,255070,495000
493500,496500,483500,426388,484500
481500,485000,479500,277951,482000
490000,493000,486500,375574,490000
490000,494000,490000,228754,493500
492500,494000,486500,445531,489000
483500,489500,483000,330983,489000
495000,495500,487500,366428,487500
488000,491500,485500,353579,488000
484000,485000,480000,482598,480500
478000,481000,475000,535763,477500
475500,480000,471500,750424,480000
480000,494500,477000,812962,491500
491500,499500,491500,455384,498000
498000,501000,494000,389984,496500
496500,500000,494500,449256,500000
500000,502000,497000,367992,498500
499000,499500,491500,478983,493500
493500,494000,489500,332126,490500
490500,491500,486000,405211,488000
488000,494000,487000,393089,493000
493000,499000,492000,519819,498000
496000,496000,489000,435634,491000
489000,489000,483000,561046,488500
488500,490500,485500,370658,489500
490000,492500,488000,383764,490000
490000,498000,490000,396777,494000
494000,501000,493000,531182,501000
505000,509000,501000,313114,503000
504000,507000,500000,186060,502000
503000,507000,503000,269198,504000
504000,519000,504000,638200,516000
517000,522000,516000,393397,516000
525000,535000,525000,691762,533000
540000,548000,537000,936718,541000
543000,547000,539000,509310,547000
549000,551000,547000,577773,547000
548000,550000,539000,522167,542000
543000,552000,541000,424479,549000
550000,562000,549000,675722,561000
562000,567000,555000,600564,558000
565000,568000,558000,535612,563000
559000,560000,546000,551599,552000
552000,557000,552000,369101,555000
556000,558000,547000,412660,551000
552000,559000,548000,368686,551000
552000,566000,552000,473196,560000
566000,566000,560000,357510,565000
566000,569000,561000,329422,569000
570000,571000,562000,285080,568000
575000,577000,568000,472771,568000
568000,569000,560000,367406,566000
561000,561000,548000,602057,553000
552000,552000,543000,365714,551000
551000,553000,545000,406503,550000
555000,562000,553000,329612,555000
555000,570000,555000,397705,567000
569000,579000,569000,489617,578000
578000,582000,569000,520855,572000
566000,572000,560000,408410,572000
572000,573000,553000,670314,555000
555000,556000,549000,418721,553000
553000,570000,553000,391070,563000
564000,569000,560000,375451,562000
562000,563000,549000,479797,556000
553000,555000,544000,487216,552000
552000,556000,549000,378335,549000
542000,542000,536000,365599,540000
544000,548000,533000,298314,541000
534000,546000,534000,244132,544000
549000,552000,547000,239426,549000
549000,557000,548000,243894,554000
558000,563000,555000,218480,561000
563000,576000,563000,381016,569000
576000,582000,576000,351354,579000
585000,593000,580000,692548,587000
585000,591000,583000,262111,589000
594000,600000,589000,401478,589000
590000,610000,589000,697730,606000
605000,615000,602000,511770,613000
605000,619000,604000,580759,607000
604000,606000,588000,612542,593000
600000,603000,592000,560903,593000
596000,606000,595000,381782,601000
593000,600000,592000,320007,600000
592000,599000,583000,373549,585000
586000,600000,586000,437917,597000
598000,599000,590000,318206,593000
590000,600000,587000,270129,598000
594000,599000,590000,394362,590000
594000,600000,588000,458085,588000
590000,607000,590000,539684,602000
604000,614000,598000,446328,601000
595000,595000,585000,422333,586000
578000,588000,576000,513223,581000
584000,597000,583000,301891,593000
588000,599000,587000,215077,599000
593000,594000,577000,571620,578000
571000,574000,558000,723035,562000
565000,572000,560000,628182,562000
560000,569000,560000,350592,563000
564000,569000,563000,356791,565000
560000,561000,550000,374710,550000
560000,561000,552000,359267,556000
550000,566000,549000,438004,564000
566000,571000,561000,342068,567000
572000,578000,564000,370469,565000
562000,566000,559000,315372,563000
563000,568000,556000,387209,558000
549000,551000,545000,438963,546000
549000,555000,548000,391918,552000
560000,568000,559000,615171,564000
564000,580000,564000,314320,575000
588000,592000,585000,471441,587000
597000,600000,593000,496143,599000
602000,603000,591000,259275,600000
600000,603000,597000,294792,603000
601000,607000,596000,358627,601000
601000,607000,599000,377342,605000
617000,624000,614000,590875,618000
621000,629000,616000,443395,626000
626000,629000,611000,281923,621000
616000,630000,616000,280777,630000
627000,628000,619000,250852,624000
625000,630000,619000,291995,627000
632000,632000,612000,481865,621000
611000,612000,587000,912923,590000
600000,613000,599000,864854,607000
618000,618000,605000,310103,608000
608000,611000,596000,315126,600000
600000,603000,596000,188687,601000
598000,602000,588000,343129,594000
593000,604000,593000,358182,598000
596000,608000,595000,406300,606000
620000,623000,614000,392830,617000
622000,625000,618000,251823,622000
619000,631000,617000,423633,630000
630000,645000,624000,530716,641000
635000,640000,626000,538546,633000
628000,631000,613000,465264,622000
622000,628000,617000,371779,618000
621000,623000,613000,360761,618000
622000,627000,608000,534330,609000
609000,616000,601000,374817,609000
606000,606000,593000,594153,602000
607000,614000,602000,363354,608000
603000,614000,602000,343970,612000
614000,635000,614000,507287,628000
635000,647000,631000,561916,634000
642000,652000,636000,576358,645000
650000,663000,649000,356642,654000
659000,664000,648000,361357,662000
658000,663000,655000,430162,661000
660000,670000,657000,420541,659000
664000,668000,656000,419111,659000
660000,666000,656000,358018,665000
675000,700000,673000,785812,699000
695000,695000,671000,710373,679000
685000,688000,679000,353915,687000
695000,697000,683000,325507,688000
695000,701000,688000,485875,698000
693000,698000,679000,356985,683000
684000,692000,681000,405859,684000
677000,694000,668000,490124,694000
700000,707000,696000,403367,706000
707000,721000,697000,436666,697000
685000,689000,673000,621662,680000
682000,695000,680000,409902,689000
702000,708000,685000,461590,687000
677000,695000,671000,552960,685000
683000,700000,680000,594140,698000
709000,720000,705000,587614,714000
714000,718000,705000,392954,716000
720000,724000,713000,338278,720000
735000,743000,723000,442082,730000
738000,739000,720000,406240,725000
718000,718000,702000,444154,704000
700000,706000,693000,430411,706000
709000,730000,706000,349104,706000
700000,709000,685000,401348,690000
696000,697000,687000,385790,691000
692000,696000,679000,451657,687000
686000,687000,668000,488896,678000
670000,677000,663000,543456,673000
678000,678000,654000,676967,654000
651000,657000,646000,497309,656000
661000,674000,660000,443189,673000
668000,684000,667000,362991,683000
682000,683000,670000,358335,672000
669000,679000,663000,499074,670000
671000,684000,671000,332151,681000
678000,682000,675000,282337,681000
678000,691000,677000,245877,691000
694000,698000,683000,267304,687000
696000,700000,684000,307133,686000
682000,684000,650000,765966,652000
656000,658000,649000,449615,658000
650000,652000,627000,784143,629000
615000,626000,608000,971520,623000
616000,629000,611000,768162,615000
614000,632000,614000,561951,620000
629000,632000,624000,372105,632000
628000,632000,619000,351195,624000
629000,637000,628000,386584,629000
637000,641000,631000,279268,632000
629000,640000,622000,270216,637000
639000,640000,628000,194516,638000
638000,640000,630000,227482,635000
625000,627000,609000,597154,614000
614000,619000,604000,508820,608000
608000,612000,605000,292614,609000
605000,629000,605000,388596,624000
616000,630000,616000,302372,628000
621000,626000,615000,302582,626000
632000,634000,618000,292378,623000
620000,630000,618000,409779,630000
636000,648000,632000,406236,646000
646000,656000,643000,383870,653000
659000,666000,653000,446630,657000
658000,660000,648000,350656,654000
645000,649000,637000,406086,642000
637000,640000,626000,311202,636000
632000,633000,626000,244087,630000
626000,638000,625000,433437,638000
638000,664000,635000,650581,655000
660000,661000,645000,274529,648000
648000,660000,644000,405315,655000
673000,675000,663000,422275,665000
665000,672000,661000,348913,663000
670000,697000,667000,808396,690000
690000,690000,670000,622292,673000
658000,672000,653000,557383,660000
660000,668000,654000,434923,668000
668000,670000,658000,386231,664000
662000,662000,643000,555082,644000
644000,651000,632000,521627,649000
649000,656000,639000,408500,639000
639000,647000,635000,354778,645000
655000,662000,651000,349730,655000
658000,668000,657000,371475,661000
661000,665000,652000,353367,657000
657000,663000,653000,367972,663000
660000,660000,641000,495120,655000
646000,650000,639000,563456,650000
648000,650000,637000,443561,641000
642000,660000,642000,448132,653000
638000,644000,633000,441281,641000
642000,644000,631000,418219,638000
638000,640000,623000,409371,624000
615000,633000,611000,593193,630000
630000,634000,615000,539965,629000
629000,631000,615000,486582,616000
626000,632000,617000,462918,620000
622000,627000,620000,298483,622000
622000,624000,612000,414732,612000
607000,616000,601000,592090,606000
611000,618000,606000,372588,614000
618000,619000,610000,299350,613000
596000,605000,596000,607467,599000
599000,599000,575000,820829,575000
578000,583000,573000,608323,575000
576000,576000,563000,425842,572000
560000,561000,548000,687635,549000
544000,561000,541000,648713,553000
564000,564000,553000,365476,553000
576000,577000,565000,536256,571000
571000,576000,561000,398690,564000
563000,566000,552000,389881,556000
556000,564000,555000,269711,556000
565000,572000,560000,457904,565000
565000,571000,561000,294608,568000
570000,585000,570000,446637,582000
585000,590000,583000,306897,583000
575000,580000,571000,366128,580000
585000,592000,584000,313084,590000
607000,609000,602000,582647,603000
607000,611000,604000,251257,605000
611000,612000,601000,185454,601000
585000,605000,585000,267513,603000
593000,600000,590000,350078,598000
601000,606000,600000,287304,601000
594000,607000,589000,346325,606000
594000,612000,594000,327753,608000
606000,612000,599000,466099,608000
600000,609000,595000,456787,600000
587000,591000,582000,485087,584000
576000,584000,576000,284968,582000
580000,588000,580000,222520,580000
594000,598000,590000,439269,598000
591000,597000,590000,177267,597000
587000,594000,583000,297936,588000
596000,602000,594000,317284,598000
598000,604000,596000,153019,599000
599000,605000,594000,299978,604000
600000,604000,597000,190772,600000
610000,614000,608000,468092,608000
609000,615000,605000,247041,605000
603000,614000,602000,211581,609000
618000,619000,610000,218575,610000
612000,617000,612000,162364,615000
619000,619000,604000,292413,606000
605000,617000,605000,271379,615000
615000,623000,609000,297468,616000
616000,620000,609000,308583,614000
617000,622000,607000,320882,607000
610000,611000,600000,340805,605000
618000,622000,614000,390543,618000
630000,647000,629000,762678,644000
650000,665000,647000,749555,658000
660000,668000,655000,342931,657000
648000,658000,648000,388989,658000
654000,658000,644000,287061,646000
639000,641000,631000,334373,637000
642000,651000,639000,317134,646000
650000,652000,643000,201294,643000
652000,661000,650000,304235,660000
660000,661000,649000,278213,652000
654000,662000,650000,401818,650000
652000,657000,649000,174630,653000
662000,662000,655000,179117,656000
656000,660000,652000,143364,657000
658000,658000,651000,156452,654000
646000,651000,643000,199682,649000
644000,650000,644000,150024,647000
647000,649000,633000,361771,633000
638000,642000,629000,351311,632000
640000,645000,637000,486487,642000
642000,655000,641000,598179,655000
653000,658000,651000,226424,656000
