# #3543, 1/2/2003 15:30:00 ~ 4/18/2017 15:30:00
# Open, High, Low, Volume, Close
657000,679000,657000,525976,673000
673000,678000,671000,253843,672000
663000,669000,659000,291486,667000
674000,677000,664000,259230,665000
658000,661000,652000,230358,654000
650000,658000,648000,248814,650000
654000,658000,646000,256687,651000
655000,663000,655000,295924,659000
662000,672000,660000,327023,668000
669000,672000,661000,217268,664000
659000,669000,659000,266013,665000
659000,660000,647000,391333,648000
652000,657000,625000,574337,642000
642000,650000,640000,195870,640000
635000,644000,633000,209827,640000
636000,645000,634000,356696,636000
645000,648000,642000,261635,644000
652000,658000,646000,334657,650000
650000,651000,642000,182135,647000
641000,644000,636000,278561,642000
645000,648000,632000,315504,636000
635000,638000,629000,449834,631000
631000,631000,620000,420218,625000
630000,633000,623000,356569,626000
624000,631000,621000,339468,625000
627000,634000,625000,318932,629000
629000,629000,616000,434576,620000
617000,619000,607000,381930,609000
607000,616000,603000,466195,611000
618000,620000,613000,277328,615000
614000,619000,611000,255949,614000
617000,620000,609000,264618,611000
609000,610000,599000,309404,605000
615000,615000,605000,345579,609000
615000,621000,615000,269286,615000
620000,631000,618000,562761,631000
628000,632000,626000,256149,629000
636000,640000,633000,327480,639000
648000,650000,644000,372174,647000
655000,662000,653000,495758,662000
676000,676000,657000,361122,657000
658000,658000,653000,168755,654000
656000,656000,647000,288183,652000
653000,656000,648000,209317,650000
647000,660000,647000,241532,660000
663000,665000,651000,243821,654000
654000,656000,646000,180652,652000
647000,650000,639000,309491,642000
631000,637000,630000,317509,630000
628000,637000,628000,338246,629000
636000,644000,635000,318440,638000
640000,645000,639000,163639,640000
643000,646000,637000,195492,641000
648000,651000,638000,341329,638000
638000,640000,629000,262487,635000
629000,635000,625000,287657,626000
617000,618000,608000,506801,611000
610000,612000,602000,430360,604000
606000,610000,599000,324768,600000
600000,609000,600000,340552,602000
603000,614000,600000,851127,614000
614000,615000,607000,454248,608000
610000,615000,608000,384167,610000
610000,614000,608000,279965,610000
609000,620000,609000,416365,616000
619000,620000,613000,317362,615000
612000,614000,608000,342402,610000
609000,611000,602000,303903,606000
611000,614000,604000,96709,612000
616000,619000,610000,216708,613000
620000,627000,616000,351474,625000
627000,628000,611000,387638,611000
611000,612000,603000,362565,607000
608000,609000,595000,562323,595000
592000,594000,579000,657102,582000
587000,594000,582000,396008,586000
582000,584000,575000,513712,578000
579000,588000,578000,592859,582000
590000,606000,585000,803391,603000
612000,615000,607000,512026,612000
615000,615000,611000,309809,613000
610000,610000,597000,467311,602000
599000,599000,589000,408412,595000
588000,588000,579000,638727,585000
585000,593000,583000,400819,591000
591000,600000,588000,434324,596000
600000,604000,599000,284576,601000
606000,608000,602000,233433,603000
600000,600000,587000,746970,587000
590000,591000,577000,560927,578000
582000,586000,575000,376149,583000
585000,585000,575000,368596,579000
576000,584000,576000,392929,580000
583000,591000,580000,499577,587000
589000,590000,583000,422450,586000
585000,588000,583000,293158,587000
588000,589000,580000,389160,586000
588000,590000,580000,492060,581000
579000,586000,579000,313543,585000
580000,580000,569000,875532,572000
569000,571000,560000,767000,562000
567000,573000,567000,549908,567000
581000,582000,569000,606697,574000
578000,592000,574000,829190,590000
595000,602000,588000,460110,600000
602000,612000,600000,550303,606000
606000,612000,602000,360391,602000
603000,604000,590000,517211,593000
587000,589000,579000,575165,583000
586000,586000,575000,447993,581000
558000,570000,558000,900372,567000
561000,572000,559000,539621,566000
562000,572000,561000,538976,563000
565000,579000,565000,553582,569000
575000,576000,565000,518947,570000
570000,582000,567000,575751,574000
583000,589000,580000,602739,586000
590000,602000,590000,631224,602000
604000,604000,593000,335992,600000
586000,588000,580000,494374,584000
585000,592000,584000,420017,586000
586000,593000,581000,271687,589000
587000,590000,582000,237087,587000
585000,587000,575000,419510,579000
581000,585000,575000,247132,579000
585000,589000,582000,327075,582000
584000,586000,576000,263915,580000
582000,585000,578000,292795,584000
582000,583000,577000,356260,580000
580000,580000,570000,413832,572000
565000,574000,564000,605575,569000
569000,569000,562000,449743,563000
564000,571000,564000,391659,566000
567000,578000,566000,391763,574000
583000,597000,581000,884902,595000
601000,603000,591000,305571,593000
596000,598000,584000,305815,587000
590000,590000,583000,244387,584000
584000,589000,576000,440918,578000
584000,601000,583000,848324,599000
597000,604000,594000,673808,604000
604000,610000,595000,714916,601000
599000,603000,593000,399370,593000
596000,599000,588000,441206,593000
590000,591000,581000,493425,583000
581000,582000,568000,624673,569000
574000,578000,571000,334211,573000
578000,584000,570000,364207,570000
574000,577000,568000,500913,571000
576000,578000,562000,564475,564000
570000,581000,570000,535668,580000
581000,587000,573000,592565,580000
580000,583000,569000,344407,574000
570000,580000,570000,299540,575000
578000,581000,573000,289862,574000
574000,578000,574000,228476,576000
580000,587000,578000,579685,587000
588000,593000,579000,450038,582000
580000,586000,574000,296143,580000
585000,586000,575000,417833,575000
575000,577000,569000,358833,573000
575000,578000,570000,283339,574000
574000,575000,569000,320749,573000
569000,574000,569000,265601,570000
569000,573000,562000,646206,566000
560000,561000,548000,839061,554000
547000,558000,546000,532069,552000
556000,567000,556000,800298,565000
566000,568000,559000,367735,562000
550000,557000,550000,570738,552000
550000,551000,546000,377589,548000
546000,547000,535000,679639,537000
537000,537000,525000,701096,532000
536000,542000,532000,600567,535000
546000,559000,543000,941628,556000
566000,578000,563000,1074619,572000
575000,582000,569000,536641,571000
559000,570000,559000,478822,569000
562000,576000,561000,665426,572000
578000,585000,572000,667570,578000
572000,583000,572000,338855,578000
575000,577000,567000,356541,573000
580000,581000,573000,633462,581000
578000,579000,571000,478887,574000
580000,590000,576000,669468,589000
594000,594000,583000,379712,585000
587000,588000,574000,545694,577000
586000,592000,579000,884722,589000
596000,601000,588000,788382,591000
588000,597000,585000,390838,588000
591000,593000,583000,386508,588000
584000,586000,579000,346047,581000
581000,585000,575000,374313,578000
578000,579000,566000,544680,566000
558000,567000,558000,297390,565000
572000,575000,568000,467727,571000
573000,584000,572000,427222,578000
587000,593000,582000,664365,591000
603000,632000,599000,1629088,627000
638000,649000,633000,1244727,643000
639000,647000,629000,661800,629000
621000,638000,620000,523666,635000
635000,652000,634000,569051,646000
665000,687000,659000,1345621,687000
685000,686000,648000,962007,650000
658000,662000,640000,720546,640000
635000,649000,631000,594726,636000
641000,661000,636000,558302,661000
653000,660000,649000,400605,658000
659000,663000,646000,338113,654000
640000,653000,640000,384659,648000
649000,652000,626000,605643,626000
617000,618000,596000,1129262,596000
596000,610000,593000,595329,610000
615000,616000,609000,449768,614000
600000,605000,576000,1034903,581000
589000,596000,576000,578072,590000
600000,607000,589000,590949,590000
573000,586000,572000,526455,584000
595000,596000,582000,289133,584000
590000,602000,587000,410402,602000
620000,625000,616000,840530,621000
606000,608000,598000,613102,603000
606000,617000,601000,346161,613000
612000,621000,607000,331622,612000
584000,590000,579000,1007024,580000
587000,590000,568000,729156,572000
590000,592000,585000,476625,590000
590000,599000,586000,359650,592000
596000,602000,592000,397796,594000
610000,613000,597000,394516,599000
595000,597000,583000,373840,586000
591000,600000,575000,424418,577000
574000,577000,568000,519213,576000
558000,568000,558000,631152,562000
575000,578000,569000,382657,572000
570000,591000,570000,602096,591000
591000,591000,575000,390083,576000
576000,583000,571000,291855,575000
580000,585000,569000,382107,569000
562000,575000,561000,352776,575000
575000,575000,566000,314064,575000
563000,564000,556000,351210,563000
565000,573000,561000,273345,567000
568000,570000,559000,291412,560000
560000,567000,551000,484306,562000
560000,561000,552000,483221,556000
551000,552000,544000,425019,545000
545000,548000,538000,430751,542000
553000,559000,548000,576148,552000
547000,552000,540000,578002,546000
540000,543000,532000,685616,534000
550000,558000,543000,955381,558000
576000,577000,570000,855938,575000
576000,577000,567000,327142,573000
579000,585000,576000,534511,579000
563000,570000,560000,777869,565000
566000,567000,548000,592899,553000
554000,558000,541000,543751,551000
541000,545000,533000,804070,537000
545000,553000,538000,616851,552000
553000,559000,543000,568261,555000
551000,572000,547000,1127217,557000
558000,562000,538000,669476,542000
527000,532000,513000,1315153,515000
516000,522000,508000,710387,515000
520000,526000,516000,598453,522000
529000,548000,519000,953736,540000
521000,533000,519000,646145,522000
525000,530000,522000,637947,522000
526000,526000,509000,799224,513000
511000,518000,500000,716194,507000
511000,532000,503000,995881,532000
540000,550000,535000,796544,545000
545000,550000,537000,381100,544000
547000,551000,543000,551430,550000
555000,557000,543000,532143,549000
540000,548000,538000,475611,540000
535000,537000,526000,529614,528000
523000,548000,523000,553437,548000
549000,573000,547000,1173991,570000
558000,562000,536000,875360,536000
539000,550000,534000,605700,540000
530000,534000,524000,517208,532000
525000,539000,523000,501744,532000
545000,548000,538000,592115,547000
546000,571000,545000,1015203,570000
558000,567000,554000,479159,557000
558000,561000,541000,440024,541000
530000,535000,526000,430335,531000
531000,531000,514000,647084,515000
510000,539000,509000,740186,539000
535000,560000,535000,813211,557000
561000,564000,547000,550783,563000
556000,556000,530000,673833,539000
543000,552000,536000,484497,544000
555000,569000,552000,884388,567000
567000,573000,562000,559094,565000
555000,568000,544000,458906,566000
571000,581000,568000,410428,575000
574000,594000,571000,460526,582000
598000,612000,597000,1081053,612000
613000,617000,604000,594088,608000
613000,614000,606000,451236,614000
614000,614000,603000,424209,603000
591000,600000,586000,576512,598000
596000,599000,583000,659256,590000
583000,588000,574000,399925,581000
568000,577000,560000,525859,560000
550000,564000,549000,434294,560000
559000,568000,554000,421382,559000
562000,564000,551000,366600,560000
562000,580000,562000,375525,578000
579000,584000,572000,214974,576000
574000,578000,570000,236627,570000
565000,567000,556000,293636,556000
559000,560000,542000,339056,544000
538000,553000,532000,386283,546000
546000,548000,538000,345756,539000
518000,524000,517000,788200,519000
519000,524000,516000,491325,516000
517000,529000,513000,459787,525000
522000,529000,516000,616025,516000
518000,526000,511000,462983,516000
514000,526000,514000,441382,525000
533000,541000,521000,796092,532000
520000,540000,518000,779066,530000
537000,560000,536000,840319,560000
552000,572000,548000,688410,567000
561000,573000,558000,496935,564000
550000,558000,536000,852328,536000
552000,556000,538000,715741,540000
551000,562000,549000,552885,556000
556000,570000,554000,509153,561000
553000,565000,536000,533109,539000
546000,560000,544000,426637,558000
567000,581000,560000,709827,571000
579000,597000,571000,932464,595000
601000,605000,578000,559063,586000
602000,612000,600000,935070,612000
605000,618000,601000,463099,613000
591000,601000,584000,557837,584000
585000,588000,573000,353229,573000
588000,588000,570000,429287,574000
583000,593000,580000,534770,593000
586000,590000,575000,398480,586000
582000,587000,571000,365307,577000
580000,587000,577000,321382,587000
587000,590000,576000,359355,578000
579000,596000,579000,424160,594000
582000,587000,580000,308591,582000
578000,582000,575000,302393,581000
581000,586000,569000,240309,571000
573000,586000,569000,271638,578000
584000,585000,573000,288445,580000
577000,577000,560000,451962,560000
545000,552000,542000,419130,549000
550000,561000,550000,335360,552000
551000,566000,551000,385132,562000
563000,575000,558000,369927,562000
550000,555000,547000,343505,550000
548000,561000,545000,340778,554000
548000,559000,547000,605862,555000
566000,570000,558000,470682,560000
551000,559000,547000,603644,550000
555000,557000,543000,417021,547000
553000,559000,545000,756758,550000
552000,572000,552000,804010,568000
582000,593000,580000,697245,591000
585000,606000,579000,643481,606000
609000,610000,602000,430712,607000
604000,606000,595000,210959,599000
611000,615000,605000,426320,610000
619000,619000,609000,318170,612000
606000,608000,596000,398990,605000
605000,618000,603000,505695,613000
617000,629000,612000,581215,623000
628000,641000,618000,664059,636000
652000,662000,651000,761559,661000
661000,667000,656000,418028,662000
662000,662000,647000,340735,650000
646000,661000,646000,366960,650000
643000,648000,636000,331185,646000
643000,662000,639000,633420,656000
660000,680000,660000,759281,680000
670000,678000,662000,419348,678000
678000,679000,658000,384804,658000
660000,665000,647000,486949,651000
668000,671000,660000,359021,661000
662000,677000,662000,497436,665000
675000,676000,666000,426385,674000
670000,679000,668000,365209,675000
668000,675000,653000,502668,653000
659000,671000,655000,484559,661000
670000,690000,666000,933450,690000
696000,719000,692000,759225,716000
717000,718000,706000,426934,710000
709000,718000,705000,621260,711000
733000,734000,724000,841219,731000
735000,745000,732000,708894,745000
738000,745000,732000,445552,741000
725000,730000,719000,669527,728000
732000,733000,707000,577075,709000
718000,735000,710000,535101,735000
732000,738000,729000,398439,738000
740000,764000,740000,547072,764000
760000,764000,749000,573185,760000
760000,763000,728000,605744,728000
728000,729000,703000,891253,713000
702000,726000,701000,469738,718000
712000,720000,704000,359359,713000
710000,723000,707000,288247,707000
699000,700000,672000,781742,679000
690000,705000,689000,362207,702000
718000,718000,690000,400309,692000
704000,730000,697000,491714,730000
729000,741000,725000,480209,741000
735000,741000,725000,395370,726000
722000,722000,703000,414102,704000
703000,720000,703000,280709,713000
718000,718000,707000,339291,709000
684000,692000,682000,606637,686000
687000,691000,665000,554181,666000
669000,688000,667000,472708,681000
669000,678000,663000,834711,663000
672000,692000,666000,518882,674000
685000,691000,680000,291772,691000
691000,695000,681000,362910,688000
681000,704000,681000,292141,704000
696000,697000,675000,511985,675000
688000,688000,665000,410208,668000
652000,663000,652000,389681,658000
660000,664000,654000,307224,659000
658000,661000,644000,428171,655000
660000,670000,656000,390746,665000
646000,650000,637000,501540,643000
638000,640000,625000,561403,625000
626000,640000,609000,661956,636000
630000,637000,623000,482751,630000
617000,645000,617000,581644,633000
630000,633000,616000,446996,616000
610000,628000,601000,478667,614000
611000,618000,593000,533859,593000
605000,606000,575000,588889,575000
558000,570000,556000,1039557,560000
561000,573000,557000,639621,568000
564000,582000,561000,412019,567000
561000,563000,553000,537304,553000
557000,567000,554000,515768,561000
571000,589000,570000,650154,584000
591000,594000,577000,307878,582000
582000,606000,582000,518404,599000
584000,590000,580000,381444,590000
590000,594000,581000,554346,587000
587000,614000,583000,693315,614000
599000,603000,574000,993209,576000
571000,573000,554000,861851,560000
548000,551000,542000,589316,544000
552000,557000,545000,521062,548000
547000,567000,547000,503506,564000
559000,567000,557000,268525,565000
569000,570000,557000,321687,565000
565000,574000,563000,405898,567000
581000,587000,576000,423463,587000
591000,593000,573000,456600,578000
570000,574000,562000,485455,573000
586000,592000,583000,435014,585000
595000,602000,589000,502996,595000
591000,596000,583000,325305,587000
580000,586000,578000,367696,580000
581000,586000,573000,329029,579000
572000,575000,563000,354595,564000
556000,566000,555000,424322,560000
560000,561000,552000,322894,553000
551000,558000,545000,313572,557000
558000,562000,554000,272626,560000
555000,555000,539000,644296,540000
535000,537000,517000,676769,530000
526000,532000,520000,450666,521000
520000,526000,512000,714226,516000
503000,509000,501000,712980,506000
500000,517000,500000,683002,517000
512000,531000,512000,495908,527000
515000,522000,511000,550800,514000
503000,536000,502000,848726,520000
533000,551000,531000,759185,543000
540000,540000,530000,434820,536000
522000,548000,520000,711152,542000
545000,557000,536000,940627,537000
544000,550000,539000,542819,543000
510000,526000,509000,740508,525000
535000,537000,522000,593595,525000
509000,521000,504000,771404,517000
535000,558000,532000,1032789,558000
557000,571000,552000,542081,558000
549000,565000,548000,444303,560000
557000,569000,557000,409272,564000
557000,569000,551000,359491,567000
560000,562000,551000,520253,553000
558000,563000,540000,509824,544000
518000,544000,514000,756586,539000
542000,543000,524000,505407,533000
520000,524000,510000,631544,517000
506000,538000,505000,591355,531000
519000,535000,517000,652791,528000
528000,548000,528000,710180,541000
528000,532000,506000,880190,521000
523000,539000,521000,605851,524000
541000,560000,541000,655945,560000
548000,552000,534000,607275,547000
520000,527000,500000,922009,504000
520000,520000,491500,878855,505000
512000,525000,499500,548983,521000
526000,530000,509000,488830,519000
517000,523000,490000,675269,508000
477000,484500,460000,994999,472500
473000,475000,406000,1172047,407500
407500,438000,403000,951414,438000
430000,476500,426500,987138,463500
489000,503000,442500,1274357,475000
507000,546000,491000,1082202,537000
537000,550000,515000,1217005,535000
531000,545000,514000,865051,516000
516000,522000,506000,774984,514000
520000,526000,505000,804990,515000
500000,509000,485000,767510,491500
470000,495500,463000,982552,489500
493500,499500,472000,873374,474500
463000,479000,456500,690647,470500
467000,489000,459500,605915,480500
465000,474000,456000,734729,474000
484500,486000,461000,583346,465000
464500,464500,442000,646642,450500
438500,444500,435000,674346,435000
435000,443500,424000,612405,438000
422000,431500,419500,559220,423000
419000,446000,411000,620573,442000
442000,454000,436000,578468,440000
458000,466500,440500,659089,451500
461000,475000,456000,618009,473000
484000,487000,477500,528372,485000
486000,488500,479500,444631,486000
485500,486000,474500,428327,476500
452000,462000,450500,469822,454000
454000,460000,435500,713084,441000
446000,446500,427000,695313,430500
425500,437000,425500,587464,427000
434500,465000,430000,785977,464000
466000,469500,453000,579042,469500
469000,481000,466000,685737,481000
482000,483500,460500,963119,482500
466000,480500,458000,557437,465000
470000,481000,468000,490083,472000
465000,467000,450500,694484,457000
465500,467000,451000,658838,459500
460000,468500,453500,662763,468000
475000,497500,474000,976134,489500
499500,502000,481000,456478,486000
481000,484500,456500,548769,456500
464500,466000,456000,373988,460000
460500,463000,454000,228404,456000
456000,457000,438500,317045,454000
458000,463500,451000,352181,451000
453500,470000,442500,445004,470000
480000,487000,473500,607503,476000
482000,502000,479500,878065,498000
505000,524000,499000,792707,524000
518000,519000,503000,604845,508000
503000,506000,486000,594905,493000
490000,498000,487000,353124,489500
490500,493000,480000,349989,491500
489500,492000,477500,384520,489500
474500,474500,457500,624201,459500
464000,469000,455500,434479,469000
476000,480500,471000,371597,475000
460500,466000,457000,365480,464000
450000,454000,447000,436293,448500
464000,464000,449500,515053,461000
447500,451500,438500,626797,442000
470000,492000,464000,904086,488500
488500,499500,481000,653749,498500
484500,492500,484000,376900,488000
488000,496000,472500,469701,473500
488500,499000,473500,546536,490000
505000,520000,499500,603281,518000
520000,536000,513000,665541,521000
536000,545000,529000,691918,545000
545000,548000,521000,647908,527000
532000,534000,514000,487902,520000
506000,519000,505000,321429,513000
507000,520000,501000,549406,520000
511000,519000,504000,474956,511000
508000,520000,502000,324127,504000
499000,500000,487000,470554,490500
488000,489000,477500,569112,478000
476500,488000,471500,510968,480500
475000,480000,467500,505059,467500
465000,485000,461000,418449,485000
470000,472500,464000,451851,467500
481500,483000,473500,414777,478000
479000,493000,465000,438198,477000
475000,493000,470500,583740,477000
475500,475500,458000,488543,462000
454500,479000,454500,495567,475500
478000,490500,469000,506959,489000
499000,506000,489500,656814,503000
496000,505000,494000,377457,503000
510000,516000,497500,363570,515000
505000,518000,502000,386022,504000
519000,525000,513000,526821,525000
520000,536000,520000,1012934,536000
540000,550000,528000,470840,528000
526000,536000,517000,282794,523000
528000,537000,517000,403036,534000
538000,541000,527000,335855,540000
547000,549000,537000,389066,541000
535000,549000,535000,347566,542000
542000,555000,542000,346111,549000
560000,560000,548000,456011,559000
550000,559000,550000,251305,556000
551000,571000,548000,414390,570000
581000,589000,574000,569669,584000
581000,590000,565000,364729,567000
564000,584000,563000,394196,568000
570000,580000,559000,489179,570000
584000,591000,575000,557672,591000
599000,600000,584000,472853,593000
593000,613000,593000,650097,594000
591000,595000,583000,507156,584000
574000,578000,555000,626984,557000
561000,584000,560000,615627,580000
597000,603000,588000,654112,603000
594000,600000,582000,411572,583000
585000,588000,571000,506536,575000
566000,585000,565000,503528,585000
596000,599000,580000,563818,581000
594000,604000,589000,811751,597000
600000,601000,582000,347333,592000
581000,596000,578000,362763,591000
598000,615000,594000,804453,609000
614000,632000,611000,642295,627000
616000,627000,590000,903763,592000
592000,594000,579000,542898,585000
590000,590000,575000,472154,575000
577000,586000,575000,328308,586000
595000,602000,584000,607846,592000
595000,597000,578000,766994,582000
575000,581000,563000,1118819,565000
572000,573000,559000,666263,566000
566000,574000,563000,450918,569000
566000,568000,558000,613796,563000
563000,569000,560000,455683,561000
563000,566000,557000,563508,560000
556000,557000,551000,607903,552000
558000,562000,553000,467109,555000
555000,560000,551000,443268,556000
567000,573000,562000,556855,570000
573000,577000,570000,420480,576000
570000,573000,560000,399311,563000
557000,560000,550000,504399,550000
546000,554000,520000,565270,545000
545000,547000,535000,557209,538000
545000,551000,534000,619611,535000
540000,559000,536000,645612,559000
557000,561000,550000,504664,558000
552000,558000,544000,414681,558000
566000,569000,555000,555114,556000
558000,565000,551000,384990,552000
557000,570000,547000,587720,555000
564000,570000,555000,616858,569000
573000,579000,571000,530136,575000
582000,583000,565000,491194,565000
567000,589000,564000,748417,587000
587000,598000,582000,908369,585000
589000,591000,583000,349291,584000
584000,586000,571000,398877,579000
570000,574000,565000,388654,565000
567000,579000,563000,349823,575000
575000,579000,563000,422400,565000
569000,571000,561000,393475,562000
562000,582000,560000,488724,575000
571000,580000,567000,576207,575000
577000,583000,574000,432715,580000
581000,597000,578000,600006,588000
596000,601000,590000,544241,596000
599000,608000,595000,265845,598000
600000,609000,592000,403706,592000
594000,606000,590000,292828,603000
610000,610000,600000,251036,602000
595000,602000,594000,226556,601000
610000,641000,609000,926063,634000
649000,656000,643000,616617,650000
647000,655000,638000,513596,655000
655000,662000,650000,536068,650000
651000,656000,639000,284021,645000
645000,645000,620000,403279,620000
632000,642000,624000,418845,634000
654000,670000,651000,752657,666000
678000,679000,668000,442340,674000
674000,683000,664000,334773,670000
680000,697000,674000,484976,690000
695000,695000,686000,391714,692000
690000,691000,678000,317607,688000
687000,691000,675000,440415,678000
678000,689000,675000,588414,683000
685000,700000,683000,412011,699000
695000,702000,689000,387448,700000
700000,705000,695000,331733,697000
699000,714000,694000,358980,714000
723000,729000,716000,600148,724000
732000,732000,713000,489716,715000
720000,736000,716000,527141,725000
726000,735000,719000,422339,733000
723000,730000,714000,399831,715000
708000,717000,705000,351171,716000
721000,721000,703000,347479,710000
711000,712000,703000,333870,705000
700000,702000,691000,460602,693000
700000,718000,695000,614719,702000
710000,731000,710000,629324,731000
724000,731000,711000,419285,713000
706000,736000,706000,507626,730000
730000,750000,724000,547536,738000
745000,747000,727000,417103,740000
743000,757000,742000,538878,757000
770000,785000,770000,567296,783000
775000,784000,774000,327583,775000
775000,781000,769000,279533,777000
765000,774000,757000,310100,767000
773000,784000,764000,385040,764000
765000,775000,760000,421503,771000
780000,800000,767000,496534,799000
785000,791000,780000,546020,784000
783000,785000,774000,299574,775000
781000,783000,761000,445835,767000
771000,780000,761000,337776,773000
773000,781000,770000,254940,781000
782000,788000,775000,313900,781000
776000,792000,776000,685079,791000
794000,794000,784000,306114,793000
796000,796000,760000,462642,764000
760000,773000,760000,509751,769000
770000,800000,766000,658442,795000
806000,810000,796000,490301,810000
810000,820000,804000,891728,806000
802000,810000,794000,327355,798000
800000,829000,798000,510719,825000
825000,826000,812000,326901,820000
819000,820000,798000,483543,803000
793000,796000,783000,403668,795000
791000,797000,780000,274803,796000
792000,815000,792000,406077,812000
807000,825000,806000,476588,815000
811000,815000,784000,527528,792000
778000,780000,746000,870235,747000
755000,761000,745000,751476,745000
752000,756000,721000,730734,722000
728000,728000,706000,1041055,720000
729000,755000,726000,620154,755000
760000,763000,741000,424540,749000
750000,765000,742000,362035,757000
769000,773000,764000,403363,769000
783000,783000,763000,352044,775000
750000,778000,745000,471383,746000
738000,755000,723000,432772,751000
758000,761000,746000,282335,752000
750000,752000,732000,501218,735000
732000,738000,723000,425267,726000
730000,749000,729000,428082,745000
741000,759000,739000,312863,753000
749000,752000,740000,296956,742000
744000,745000,720000,504352,720000
710000,722000,701000,640521,718000
733000,740000,722000,553100,723000
711000,727000,708000,454651,718000
719000,732000,715000,390988,729000
727000,736000,720000,314602,733000
731000,731000,711000,368744,712000
726000,727000,714000,302028,722000
727000,732000,722000,266168,724000
734000,736000,724000,389944,727000
732000,735000,716000,305015,735000
737000,743000,720000,413666,720000
724000,727000,709000,426749,714000
720000,733000,714000,375058,733000
738000,741000,726000,339697,728000
735000,750000,732000,590107,750000
750000,765000,750000,451971,759000
751000,761000,746000,341623,755000
761000,764000,751000,282867,759000
761000,763000,741000,349172,742000
742000,749000,740000,205111,749000
749000,757000,743000,235305,743000
730000,739000,712000,459616,712000
723000,732000,719000,370987,720000
720000,737000,718000,342687,737000
743000,750000,740000,333490,747000
752000,760000,747000,319267,759000
758000,767000,755000,357333,762000
770000,777000,763000,325900,771000
771000,776000,767000,197453,772000
762000,782000,761000,343328,778000
771000,788000,766000,885560,788000
790000,797000,783000,320325,785000
785000,790000,772000,300510,779000
780000,781000,772000,244424,777000
780000,786000,775000,380563,780000
781000,781000,765000,288415,765000
760000,779000,758000,392467,773000
773000,777000,767000,271522,771000
775000,781000,773000,243615,781000
788000,788000,778000,248079,784000
785000,794000,782000,402246,790000
790000,793000,779000,234203,787000
786000,787000,780000,135420,786000
788000,799000,787000,292510,799000
803000,809000,800000,233324,809000
826000,829000,815000,531612,822000
829000,841000,826000,452442,841000
841000,841000,813000,428015,813000
820000,821000,806000,291154,821000
821000,823000,797000,386396,797000
797000,809000,795000,347323,809000
805000,806000,797000,261223,797000
806000,831000,800000,529562,827000
832000,843000,829000,394418,842000
840000,846000,828000,260862,843000
850000,850000,822000,235137,823000
823000,837000,823000,321783,834000
820000,850000,820000,332781,850000
840000,845000,818000,449306,825000
816000,848000,815000,407023,842000
846000,846000,812000,372555,815000
815000,817000,800000,358388,800000
808000,815000,803000,272775,808000
800000,801000,780000,446553,784000
784000,785000,765000,489422,777000
790000,790000,770000,388950,772000
782000,785000,768000,329055,777000
775000,783000,772000,238120,776000
758000,761000,747000,511175,750000
747000,754000,741000,434277,748000
748000,761000,742000,312155,761000
763000,764000,752000,262083,755000
757000,765000,756000,261802,763000
767000,767000,745000,453064,750000
750000,759000,748000,152956,756000
772000,779000,764000,277458,779000
779000,781000,772000,143873,775000
769000,777000,759000,214589,760000
772000,778000,770000,229165,773000
774000,774000,756000,249475,767000
759000,761000,750000,296995,752000
754000,758000,734000,384601,736000
740000,748000,733000,304422,744000
761000,774000,756000,467836,770000
771000,773000,763000,187300,771000
771000,772000,756000,201524,761000
763000,775000,763000,212868,775000
790000,792000,785000,300230,786000
787000,787000,777000,232212,786000
786000,787000,778000,185321,784000
790000,794000,778000,390197,778000
778000,784000,771000,189012,778000
782000,783000,764000,220101,768000
768000,770000,758000,329450,765000
772000,798000,771000,429700,798000
795000,807000,795000,305953,797000
801000,807000,798000,211959,804000
803000,804000,792000,181200,801000
807000,815000,805000,197833,809000
815000,825000,813000,257995,819000
815000,822000,809000,179525,819000
823000,825000,812000,208385,820000
810000,825000,810000,152728,818000
827000,829000,812000,236030,814000
814000,834000,813000,433060,818000
826000,845000,824000,553639,845000
846000,860000,841000,415768,857000
861000,870000,857000,301527,870000
874000,875000,861000,298969,869000
865000,869000,852000,382220,859000
857000,863000,853000,263629,863000
864000,866000,848000,274471,856000
859000,860000,827000,429205,830000
834000,834000,815000,400103,828000
835000,847000,833000,306448,845000
862000,862000,844000,335004,855000
855000,858000,841000,209607,848000
837000,840000,826000,245655,827000
827000,832000,821000,260284,828000
838000,853000,835000,261187,852000
849000,849000,833000,328365,841000
848000,848000,828000,305893,830000
835000,842000,830000,255985,834000
831000,838000,827000,260529,835000
820000,825000,818000,315888,825000
830000,831000,816000,224108,825000
828000,852000,827000,447784,849000
845000,845000,827000,285824,829000
840000,843000,830000,181161,834000
817000,819000,810000,436884,814000
798000,799000,788000,744089,794000
800000,805000,797000,322379,803000
812000,812000,791000,445045,791000
797000,798000,782000,314104,789000
798000,820000,797000,314592,813000
806000,812000,799000,291093,810000
798000,799000,778000,524335,784000
790000,795000,784000,361210,792000
785000,785000,769000,358488,773000
765000,772000,755000,392078,756000
747000,764000,744000,351135,758000
750000,756000,736000,480847,741000
760000,769000,745000,452825,750000
744000,775000,741000,430340,772000
787000,787000,767000,445398,778000
772000,781000,768000,253092,776000
776000,779000,765000,222960,768000
780000,784000,774000,280142,777000
775000,797000,774000,246597,793000
779000,787000,777000,296754,787000
785000,798000,776000,287525,785000
792000,792000,766000,354731,770000
777000,780000,771000,343012,773000
785000,797000,783000,364053,797000
791000,809000,791000,238418,807000
810000,810000,798000,176373,798000
