#=SORT(GOOGLEFINANCE("KRX:KOSPI200", "all", DATE(2003,1,1), DATE(2017,3,31), "DAILY"), 1, FALSE)
# Open,High,Low,Close => 3531
213.3,215.9,212.47,215.75
215.95,218.73,212.7,218.73
218.26,220.01,216.9,218.77
219.48,219.69,216.77,219.51
218.72,219.99,218.48,219.6
219.65,220.22,217.66,219.32
219.17,219.33,216.82,216.9
215.82,217.37,214.69,216.68
216.47,217.08,215.13,216.2
217.77,218.08,216.61,217.87
218.66,218.95,217.81,218.95
219.15,222.62,218.83,221.67
223.04,223.06,221.16,222.03
220.57,221.65,218.92,220.34
220.1,221.86,218.99,221.86
221.67,223.49,221.66,223.49
224.24,224.4,222.18,222.84
223.83,224.96,223.52,224.67
224.23,224.77,221.31,221.31
222.65,222.81,219.15,222.66
223.31,224.18,222.23,222.23
222.5,223.39,220.86,223.04
220.82,221.46,219.01,219.17
220.39,222.24,219.88,221.19
222.33,223.69,221.12,223.21
222.26,225.19,221.21,224.38
225.44,226.1,223.55,224.13
225.87,225.97,223.88,224.83
223.03,226.16,222.41,226.16
222.59,223.9,218.22,220.68
217.72,220.65,217.37,219.33
219.09,219.41,213.52,214.89
215.38,215.63,212.51,213.02
213.94,216.65,212.53,215.67
212.77,213.63,209.4,210.34
210.53,211.68,208.77,210.76
212.36,212.36,208.55,209.27
211.76,212.45,209.99,211.86
211.82,212.44,210.71,211.72
205.48,206.39,204.31,205.06
204.6,204.87,202.69,203.37
203.17,206.25,202.93,206.01
206.98,207.41,205.23,205.94
206.55,210.17,206.45,209.73
209.35,209.59,206.56,208.74
208.21,210.84,207.77,209.73
212.24,213.56,212.09,213.44
213.81,213.98,212.11,212.55
211.12,212.85,208.56,208.7
211.92,213.97,211.92,213.28
213.29,213.68,211.61,213.45
211.69,211.93,210.11,210.92
211.86,212.16,206.85,207.56
208.53,208.86,206.69,208.36
210.99,212.15,210.58,211.44
211.42,212.4,210.81,212.36
212.75,213.66,211.12,211.91
212.87,214.09,212.79,214.05
216.79,217.87,216.31,217.73
217.4,217.89,216.74,217.82
217.9,218.07,216.63,217.82
218.98,219.29,216.65,216.76
218.11,218.17,216.14,217.35
217.53,218.15,214.63,215.49
216.15,216.26,214.5,215.25
217.39,220.28,216.83,220.28
219.69,220.88,219.02,219.02
220.05,220.77,219.32,220.48
219.31,219.73,217.35,218.52
220.27,220.95,219.44,220.09
221.71,222.03,219.73,220.09
220.11,221.13,219.58,221.07
220.35,222.63,219.83,222.25
220.11,222.55,220.03,221.6
223.45,223.5,221.63,222.48
222.76,223.2,221.06,221.58
221.98,225.58,221.98,225.47
226.03,226.78,225.28,226.69
227.37,228.02,225.61,227.48
228.62,228.64,226.49,227.51
227.33,227.82,226.62,227.31
226.66,228.27,226.22,228.27
228.34,228.76,224.82,226.81
227.56,227.94,224.14,224.59
225.21,225.48,222.93,224.69
226.01,228.08,226.01,228.08
229.52,229.84,227.13,229.17
228.83,229.11,226.21,227.69
224.17,225.76,223.04,223.65
224.98,225.69,224.15,225.13
226.82,229.24,226.72,229.09
227.6,228.02,226.19,227.76
228.99,229.08,226.66,227.36
228.5,230.54,228.47,229.64
229.06,230.1,228.16,229.28
224.81,226.98,224.61,226.98
227.58,227.58,224.98,226.11
227.94,229.14,227.59,227.95
227.04,227.72,223.67,225.1
226.29,227,224.22,224.76
219.56,220.76,218.72,220.21
213.33,216.59,212.41,215.09
216.86,219.53,215.88,219.1
220.94,221,216.63,217.63
218.86,219.26,215.98,216.78
219.55,221.68,219.34,220.8
219.58,221.69,218.45,221.08
217.34,217.9,214.27,215.36
216.68,216.8,212.57,214.42
211.26,212.54,208.83,212.43
211.55,213.85,207.71,208.78
207.5,211.36,207.46,210.27
207.58,207.79,201.5,204.83
206.95,207.51,203.21,206.62
204.54,210.49,204.52,209.83
212.93,212.93,209.93,212.1
212.43,214.34,211.81,214.34
213.3,214.46,211.89,213.02
214.84,217.95,214.51,217.58
217.37,218.79,217.03,218.03
213.55,214.57,211.95,214.38
213.84,216.8,213.21,216.08
216.15,216.56,213.81,215.26
215.82,217.23,214.64,215.73
218.85,219.87,217.3,219.22
220.22,222.54,219.99,221.43
220.94,222.32,220.4,221.34
223.81,224.18,221.96,223.34
223.54,224.08,222.49,223.45
223.75,224.04,222.41,223.77
226.07,227.99,225.51,227.69
226.12,226.9,225.36,226.45
225.08,226.41,224.92,225.59
225.33,227.45,224.89,227.45
224.87,226.15,224.44,225.63
226.17,226.35,225.01,225.55
225.94,226.72,221.94,222.54
218.7,221.09,218.24,220.85
219.26,220.23,216.26,218.65
219.13,219.87,216.43,217.01
217.43,218.29,215.96,217.47
215.93,219.16,214.04,219.12
219.09,219.09,216.39,217.45
220.66,221.29,219.86,220.78
222.07,224.44,220.63,224.44
225.51,225.87,224.58,225.86
226.32,228.19,225.74,226.14
228.79,230.23,228.69,229.27
228.75,229.44,228.02,228.39
228.28,228.83,226.06,226.34
223.64,226.23,223.51,225.32
224.47,226.47,224.08,225.84
228.16,228.65,226.67,227.88
227.33,228.46,225.9,226.23
229.05,229.88,227.66,229.5
229.7,231.64,229.48,230.87
231.66,232.14,230.46,230.93
231.7,232.06,230.39,231.56
231.01,231.86,230.63,231.16
230.7,231.69,228.71,229.25
230.82,232.63,230.26,232.22
234.1,234.2,232.64,233.38
234.08,234.08,231.23,233.14
234.13,234.29,231.03,232.39
232.14,232.68,230.4,232.35
231.59,233.23,231.21,233.14
233.42,233.84,231.8,232.04
231.15,231.3,228.5,228.98
225.42,226.8,223.96,223.96
225.12,227.28,224.23,227.01
225.32,226.9,222.8,226.51
225.45,228.34,224.95,227.96
229.14,229.23,227.72,228.9
229.2,232.09,229.01,231.88
230.41,231.44,229.74,231.17
231.51,231.63,230.02,230.2
228.6,230.92,227.65,229.42
227.49,228.47,225.98,225.99
227.2,227.38,225.39,225.39
224.63,226.04,223.91,225.52
228.17,229.72,227.77,229.63
227.88,228.61,226.15,226.81
228,229.97,227.3,229.41
232.03,232.06,229.57,230.66
231.26,232.01,230.26,231.04
232.6,233.04,231.73,232.77
232.78,233.44,232.23,232.45
231.31,232.06,229.89,230.94
231.93,232.56,230.25,231.53
232.68,234.95,232.55,233.93
235.23,236.56,234.83,236.34
237.19,237.65,235.43,235.98
236.21,237.62,235.7,237.14
236.82,237.15,235.36,235.37
237.04,237.92,235.47,237.64
236.71,238.55,236.21,238.29
237.78,239.8,237.04,239.8
240.99,241.55,240.26,241.38
241.16,241.73,240.31,240.59
241.94,243.32,241.88,242.27
242.67,243.02,241.37,242.95
242.87,244.44,242.38,243.49
244.47,245.28,243.46,243.99
243.22,244.74,242.59,244.22
246.53,248.01,246.11,247.7
247.17,247.91,246.21,247.22
247.16,247.19,245.37,246.51
247.99,248.05,244.79,245.44
245.76,245.95,241.2,242.35
243.63,244.01,241.73,242.99
244.38,246.25,244.02,246.25
246.03,246.68,245.31,246.56
246.81,246.93,242.64,242.64
242.96,243.81,240.11,240.11
238.41,242.64,237.25,241.79
242.71,242.84,239.99,242.53
243.58,245.86,243.31,245.84
246.52,248.74,245.91,248.16
247.7,248.5,247.07,248.38
248.22,248.92,245.68,246.61
246.53,247.46,245.72,246.41
247.19,247.27,242.14,242.98
243.92,247.41,242.68,247.41
247.02,248.32,246.54,247.93
249.62,251.33,249.28,249.99
250.73,251.51,250.17,251.12
253.85,254.82,251.14,251.22
252.32,252.7,250.01,251.73
251.81,252.3,250.56,252.07
251.87,255.14,251.79,255.13
254.86,256.51,247.51,247.51
252.78,254.02,246.62,248.35
249.34,250.56,247.47,249.22
248.96,249.65,246.4,247.84
245.02,248.99,244.75,247.3
248.92,251.36,248.25,251.15
252.3,253.06,251.09,253.04
253.82,254.97,253.16,254
253.22,253.97,250.73,252.12
246.77,252.78,246.57,252.38
253.3,253.42,250.68,252.45
253.07,253.69,248.27,249.31
249.92,251.02,246.84,248.92
247.97,251.82,247.86,249.64
250.08,252.8,249.54,252.8
254.61,256.1,254.24,256.02
257.51,257.65,256.15,257.65
258.12,258.26,256.28,257.32
257.46,259.16,256.96,258.63
258.25,259.76,257.35,257.51
258.57,262.32,258.17,262.32
261.57,262.73,260.82,261.74
262.7,263.54,261.37,263.31
263.94,265.19,263.38,265.13
265.03,265.95,264.2,265.95
264.83,266.47,263.97,264.92
266.19,267.89,265.14,267.67
265.48,267.69,264.06,267.42
269.13,270.44,268.61,269.31
269.52,270.43,269.02,269.6
270.03,270.23,268.27,269.62
270.1,270.36,268.29,268.5
267.68,269.11,266.79,267.35
268.21,270.37,267.94,269.04
268.29,270.49,268,270.44
270.84,271.53,270,271.19
272.84,273.81,271.63,273.81
274.29,275.78,273.69,275.78
275.37,275.94,274.57,275.35
276.91,277.13,273.08,274.72
274,275.61,273.24,275.61
274.91,275.75,272.44,273.99
273.81,275.1,271.26,275.1
275.53,276.7,274.79,276.17
276.49,278.52,274.81,275.52
275.39,278.17,273.45,278.17
278.49,279.67,277.04,277.05
276.43,278.8,276.07,276.6
277.9,279.86,274.81,279.25
278.52,278.96,277.12,277.75
277.22,277.38,272.28,272.67
272.25,274.68,271.92,274.5
275.8,277.76,274.86,275.18
276.16,279.19,275.92,278.81
279.34,280.26,278.34,279.2
279.18,279.79,276.58,278.45
274.8,275.95,273.12,273.12
274.5,275.46,273.44,273.45
277.76,278.68,274.9,274.9
276.01,276.36,272.84,273.16
274.18,274.2,268.84,269.9
269.21,269.83,264.57,264.57
264.8,266.76,260.13,260.4
263.49,266.29,261.98,266.02
266.49,268.23,264.39,265.4
264.95,267.14,262.52,262.56
264.41,265.14,258.83,261.23
263.03,266.22,261.82,265.8
265.88,266.07,262.71,264.55
260.81,262.06,258.58,260.13
259.18,261.3,257.87,259.21
258.69,260.4,257.04,257.69
258.49,259.68,256.43,259.28
257.96,258.83,255.88,256.36
253.95,256.58,253.9,254.96
256.82,260.48,256.55,260.48
263.06,265.96,262.41,265.42
264.12,265.2,261.12,261.44
261.87,265.09,260.56,263.33
264.84,266.18,262.39,263.8
263.41,263.66,259.55,260.59
257.17,259.22,256.15,256.83
256.64,260.69,254.63,260.69
260.14,262.77,249.34,254.29
258.44,260.22,255.66,259.44
254.66,260.25,254.23,259.8
260.13,263.59,259.58,262.39
262.74,265.18,262.64,264.89
265.97,266.48,264.76,266.05
266.69,266.99,264.64,265.67
266.97,268.95,266.85,268.93
271.91,272.22,269.78,271.66
271.7,272.65,270.51,272.13
271.49,274.22,271.04,274.22
274.76,278.2,274.46,277.04
277.97,278.87,276.52,278.87
278.92,280.73,278.1,280.73
281.1,281.3,278.38,280.01
280.3,282.03,278.87,282.03
281.8,282.73,280.25,281.35
282.22,282.62,279.15,280.45
280,282.21,279.7,281.05
280.79,282.03,279.34,280.49
279.74,279.78,275.99,276.13
276.5,280.68,275.12,280.68
279.89,283.15,278.65,283.15
282.36,283.23,280.83,282.8
283.58,283.98,280.76,282.14
279.36,282.12,278.83,280.43
283.63,287.23,282.54,287.19
289.99,293.16,289.09,291.16
291.43,292.2,289.86,290.84
291.72,293.01,290.82,292.69
293.04,293.59,290.04,291.38
294.05,295.16,290.04,292.08
293.23,294.42,290.24,292.15
292.37,293.76,288.35,290.39
291.93,295.37,291.88,295.35
294.85,295.51,289.94,291.65
290.87,291.49,287.43,288.46
284.54,285.15,281.93,283.68
285.16,285.8,282.22,282.59
285.66,286.3,283.36,286.3
282.52,283.98,280.02,280.02
281.27,281.56,277.5,279.59
277.53,278.85,276.39,277.22
277.13,278.19,275.57,277.15
278.22,282.24,277.53,281.76
282.39,282.73,275.98,276.47
277.26,278.81,274.89,278.59
277.08,277.08,271.19,271.19
270.87,273.27,270.4,271.78
273.52,274.74,267.77,268.62
271.99,276.68,271.38,276.33
275.62,278.97,275.26,277.35
279.25,279.37,275.1,276.32
277.73,283.92,277.44,282.76
282.92,284.34,281.45,282.75
277.07,280.73,276.37,278.76
279.98,281.11,278.06,278.84
276,277.88,275.92,276.97
277.39,278.26,272.68,274.46
273.55,274.84,271.79,272.44
274.38,275.6,268.76,269.04
266.81,270.76,266.44,269.79
269.26,274.54,268.49,273.67
275.12,275.26,271.51,274.53
270.59,272.08,268.42,268.88
270.18,270.33,263.02,266.22
266.41,268.26,264.05,264.39
267.27,269.24,264.28,268.65
271.25,272.39,270.18,270.71
268.35,270.77,268.29,269.34
270.49,274.31,270.2,274.31
272.23,272.42,269.68,271.44
274.37,275.59,270.41,270.41
275.33,275.47,273.06,274.61
275.82,276.08,274.02,275.17
277.9,279.69,277.34,278.77
281.28,282.85,281.13,281.67
282.1,284.11,281.61,283.88
283.08,285.12,282.93,285.12
284.41,286.86,284.06,286.07
287.73,287.73,285.07,286.05
284.22,284.78,281.73,282.46
278.96,279.77,275.77,275.9
276.83,278.38,275.52,278.32
276.74,278.03,274.61,278.03
276.98,279.59,276.86,279.59
279.93,279.93,275.71,276.71
276.16,278.08,275.75,276.58
280.54,281.43,279.57,280.41
280.19,280.47,277.9,279.2
281.51,282.73,280.37,282.59
280,280.47,279,279.66
281.34,282.04,279.19,282.04
279.54,282.77,279.49,282.7
277.89,280.76,277.87,280.04
280.52,280.52,277.05,277.11
280.86,282.79,280.55,282.36
279.54,279.88,274.71,275.4
269.8,270.14,266.81,267.8
267.78,268.35,261,261.54
251.09,255.15,249.32,251.9
250.23,250.32,233.89,242.45
234.26,237.55,218.66,233.52
243.34,243.36,232.75,233.23
223.79,236.6,223.79,234.14
237.41,237.94,229.77,230.38
238.06,242.23,237.75,242.23
240.68,245.62,240.61,243.43
243.15,243.61,234.93,238.31
228.95,229.75,222.95,222.98
224.62,225.49,218.09,219.15
222.3,229.17,220.38,228.12
229.56,231.08,223.52,225.14
230.3,232,226.73,227.02
225.55,229.73,225.54,229
232.8,236.95,229.94,235.78
239.13,240.47,236.72,237.64
237.91,242.16,236.59,242.16
243.07,248.84,241.95,242.37
241.18,243.76,238.42,240.16
234.93,235.03,228.89,228.89
224.46,229.82,223.18,226.65
232.72,236.15,231.04,236.12
239.55,239.64,235.48,238.47
234.09,238.51,233.4,233.4
231.92,232.68,224.16,225.15
231.65,233.01,224.54,228.58
234.94,238.49,233.32,237.5
234.58,237.5,233.74,235.32
235.29,238.11,231.55,237.53
238.08,241.85,236.57,239.51
233.2,234.77,230.02,232.05
223.64,224.8,218.58,218.62
221.85,221.96,212.92,214.18
221.23,225.37,219.76,225.29
227.28,228.95,223.82,223.82
222.51,230.54,221.76,230.37
228.79,231.23,226.61,230.41
218.92,221.99,215.53,221.93
223.64,223.64,216.39,217.34
223.99,227.25,223.47,223.94
229.61,231.47,228.92,230.27
230.64,233.38,230.34,230.82
236.75,236.9,234.27,234.8
233.79,236.91,232.44,236.66
239.65,240.32,238.09,238.09
236.96,240.3,235.44,239.67
242.43,243.49,241,243.49
238.47,240.98,237.99,239.89
241.5,242.11,239.09,242.11
242.2,244.22,235.36,235.57
239.03,240.83,235.94,240.02
242.5,248.21,242.44,248.21
248.41,249.18,246.43,247.2
244.87,247.9,243.73,247.56
249,251.5,246.96,251.2
256.42,256.88,251.4,252.47
251.36,254.33,248.83,249.88
247.51,252.22,247.5,249.92
244.87,248.28,243.24,248.03
247.4,247.4,243.14,244.09
249.8,252.44,248.95,252.34
252.66,252.66,250.14,250.78
251.85,251.94,247.86,248.32
251.38,252,247.92,249.23
243.07,243.38,236.02,236.02
239.79,243.05,237.35,242.99
246.4,249.02,246.37,248.27
246.25,247.97,244.98,246.21
247.71,249.6,241.44,241.98
242.87,244.84,239.09,244.6
239.55,241.13,238.5,239.43
238.54,238.54,235.32,236.64
233.8,238.46,233.71,237.8
236.81,236.93,231.32,231.68
230.7,234.26,229.93,233.35
231.11,232.78,229.74,231.03
235.09,236.86,233.87,236.59
238.4,242.61,237.77,242.5
241.15,242.64,240.04,241.19
250.12,252.82,249.76,251.52
251.23,252.04,249.95,251.19
252.87,253.02,250.52,252.22
250.94,251.94,247.88,249.48
251.08,252.12,249.69,251.57
250.26,252.4,248.47,250.31
246.28,247.85,244.67,244.93
248.73,248.86,247,248.55
245.44,245.87,243.48,243.48
241.67,243.54,241.59,242.35
239.15,240.02,236.48,236.72
237.85,240.13,237.22,239.82
238.3,238.35,227.54,231.74
233.79,234.49,232.25,233.83
240.01,241.87,239.1,241.51
240.5,241.4,239.67,241.4
243.26,244.95,243.06,244.22
244.96,245.1,242.04,242.64
242.69,243.91,236.43,240.79
239.44,239.44,237.28,238.15
236.87,239.55,235.7,238.08
239.04,239.96,236.81,238.7
241.56,245.82,241.56,245.82
246.89,247.06,244.16,244.24
244.58,245.5,243.25,243.56
243.97,243.97,237.88,240.57
238.88,238.99,235.95,238.02
240.07,242.69,239.89,241.69
242.19,242.29,240.46,240.83
241.8,243.46,239.82,243.46
243.6,246.06,243.02,245.28
243.34,243.7,240.88,243.1
245.79,247.82,245.76,247.81
247.57,248.81,246.68,247.82
250.6,251.34,249.15,251.27
252.28,256.94,252.28,256.61
256.22,260.07,256.1,257.14
258.05,258.49,256.49,257.52
258.01,258.88,256.38,258.65
257.39,258.12,254.68,255.21
255.45,257.88,254.09,256.9
255.73,258.81,255.56,257.06
260.18,261.96,259.25,260.35
259.95,260.09,257.06,258.53
261.65,262,257.65,258.93
259.37,260.26,258.41,259.8
260.26,262.94,259.96,262.94
261.99,264.5,259.28,264.5
263.6,263.77,260.19,261.17
262.14,263.56,260.88,262.75
261.69,263.08,261.32,262.38
263.76,266.13,263.69,265.88
262.99,263.93,261.61,261.89
265.9,266.84,265.01,265.82
268.28,269.26,265.92,265.95
265.41,266.89,263.5,265.89
264.88,266.69,264.55,266.63
264.78,264.78,262.72,263.58
263.77,265.2,262.1,265.2
264.21,264.33,260.76,261.3
262.19,263.93,261.8,263.45
265.06,267.68,265.03,267.13
268.64,269.5,267.27,267.45
266.56,266.9,264.12,264.75
265.25,265.94,261.2,262.85
258.65,261.17,258.32,260.35
261.23,263.55,259.65,262.85
265.27,266.33,263.18,265.62
265.67,265.74,263.6,263.74
265.1,267.74,265.1,266.9
270.47,271.68,269.85,269.85
269.81,270.61,269.05,269.76
271.39,271.48,268.22,268.27
269.01,270.61,268.58,270.27
270.2,271.59,268.74,269.68
268.14,269.46,266.9,267.79
267.6,268.45,266.44,267.98
266.36,268.44,266.15,267.95
269.13,270.06,266.43,267.41
270.62,270.87,268.97,270.71
269.86,270.55,269.07,269.64
267.87,268.72,266.15,267.13
266.5,267.22,265.19,266.58
267.72,269.36,266.8,268.99
270.66,272.83,270.31,272.46
272.13,272.48,267.98,268.33
266.69,270.33,265.48,269.96
269.54,270.41,268.96,269.97
266.95,267.24,265.44,265.88
266.48,267.81,264.83,265.38
263.88,263.95,261.47,263.95
265.95,267.27,265.11,266.86
263.58,265.4,263.28,264.49
264.72,265.43,263.02,263.32
267.39,267.51,265.72,266.22
265.6,266.86,264.74,265.58
263.79,263.83,261.25,261.84
261.31,262.8,260.34,261.66
259.47,261.82,259.22,260.76
263.24,263.24,260.72,260.82
262.89,263.25,260.28,261.51
262.7,264.48,262.3,263.43
265.4,265.67,263.7,264.35
266.1,267.01,265.35,266.61
266.05,266.7,265.35,266.05
264.72,265.41,263.72,264.4
259.71,260.29,259.1,259.73
261.28,261.62,260.35,261.12
259.88,260.46,258.22,258.79
258,259.01,256.94,257.89
256.97,256.97,253.91,254
254.07,255.02,252.3,254.11
251.97,253.08,250.24,252.32
250.63,250.88,243.79,243.93
244.15,246.21,242.52,244.48
240.12,240.14,235.46,235.85
238.61,239.41,237.02,238.62
242.38,243.04,240.58,242.66
240.7,240.71,237.93,239.76
239.44,240.72,238.43,240.51
241.06,242.92,240.36,241.6
241.14,245.67,240.49,245.26
244.68,244.92,242.27,244.68
241.17,244.05,240.16,244.05
242.45,244.03,240.97,242.98
235.91,237.51,235.37,236.3
238.54,239.47,237.36,238.79
244.1,246.16,244.1,245.51
246.34,246.39,243.3,243.69
247.3,248.55,247.12,248.3
244.62,246.99,244.55,246.43
248.14,248.14,245.64,247.08
246.7,248.62,246.43,248.62
248.52,248.54,245.09,246.57
251.43,252.69,250.57,251.37
250.5,251.7,250,251.31
253.59,253.59,251.71,252.92
251.59,252.31,249.22,250.46
246.57,246.92,243.74,244.15
243.37,243.37,239.19,240.75
239.81,241,239.18,239.68
239.31,240.39,236.6,239.85
241.07,241.24,238.09,239.98
238.46,244.9,237.42,244.9
246.35,246.63,244.42,244.46
245.47,247.24,245.37,246.8
247.88,248.83,247.32,247.76
247.01,248.01,246.49,247.67
247.93,248.36,243.91,245.07
242.36,242.92,241.26,241.73
242.81,243.14,240.01,240.88
240.37,240.69,238.66,240.34
240.49,241.06,234.66,234.66
235.49,239.98,233.58,238.77
239.81,240.11,237.92,239.39
238.07,242.21,237.15,240.19
240.11,241.1,235.61,236.42
240.09,241.53,239.41,240.44
240.59,241.49,239.8,240.35
236.89,236.91,234.36,235.75
235.19,237.04,234.77,236.65
231.9,235.78,231.68,233.49
234.75,236.02,233.04,235.33
239.64,242.23,238.72,242.23
244.8,245.35,244.08,244.58
244.83,252.53,244.39,250.08
248.42,250.83,247.95,249.6
250.15,250.43,247.23,247.9
244.57,247.13,244.17,244.81
249.92,251.74,249.67,250.36
250.04,251.14,249.66,250.39
251.8,255.13,251.74,252.84
253.34,259.11,253.34,258.08
257.59,259.12,257.17,258.91
258.71,258.76,256.63,256.65
258.14,260.3,257.62,260.11
260.03,260.56,258.59,260.08
260.92,261.08,257.6,258.2
257.65,258.57,256.64,258.03
259.19,260.2,257.43,257.5
256.9,258.07,253.79,256.21
256.06,257.32,254.6,257.28
254.12,254.92,252.95,253.73
251.65,253.95,251.34,252.77
253.46,254.12,251.83,252.57
253.09,254.64,252.31,254.22
253.29,253.39,249.65,250.96
249.58,251.78,249.52,250.56
250.97,252.65,247.36,251.23
251.03,251.81,250.22,250.56
248.73,248.77,245.75,245.75
246.79,247.77,245.68,246.79
252.16,254.02,251.79,254.02
254.8,255.29,253.38,253.38
252.72,253.32,251.48,252.73
254.35,257.4,253.78,256.95
256.68,257.54,255.08,256.87
263.14,265.3,262.68,265.02
264.79,265.63,263.48,263.97
263.39,264.56,263.05,264.25
263.44,265.34,262.55,264.44
262.87,263.93,261.54,261.87
263.26,264.05,262.16,263.41
262.47,263.87,259.94,263.56
262.18,263.77,261.63,262.03
259.38,261.25,258.8,260.42
258.99,262.06,258.91,261.62
263.22,263.3,261.48,262.49
262.82,263.53,262.3,262.48
262.68,262.91,260.44,261.92
263.65,264.16,261.46,262.07
261.83,261.89,259.7,260.11
260.1,261.65,259.65,259.66
257.25,257.49,255.15,255.15
253.14,255.22,250.97,252.84
253.5,253.75,251.69,252.44
251.6,253.14,250.77,251.44
253.88,254.36,252.49,253.98
255.98,257.41,255.19,256.06
256.73,257.82,256.11,257.27
256.45,257.12,254.3,254.79
250.19,254.42,250.04,254.22
254.41,254.43,251.86,251.86
249.14,251.12,248.32,249.8
248.68,251.72,248.37,251.72
250.53,251.19,247.15,247.18
248.65,249.13,246.69,247.66
248.06,250.68,247.83,248.52
250.42,251.11,249.83,250.18
248.7,248.97,246.39,247.83
250.98,251.49,250.24,251.04
249.17,250.55,249.01,249.5
249.97,252.33,249.57,252.3
253.01,253.73,250.71,253.7
250.33,251.04,249.24,250.13
247.1,249.21,245.28,248.69
247.87,248.58,246.91,248.18
248.55,248.65,245.67,246.9
247.17,247.81,245.81,247.8
244.65,245.27,243.34,244.64
243.88,244.92,242.9,243.45
244.71,246.78,244.62,245.82
248.42,248.55,247.11,247.72
248.52,249,246.11,247.02
248.5,250.09,248.25,249.51
249.83,251.44,248.99,251.44
252.26,252.31,250.45,250.73
251.94,254.27,251.55,253.41
251.99,252.26,250.88,251.72
253.03,254.79,252.92,254.73
254.45,255.95,253.79,254.25
254.91,256.07,254.42,255.57
254.5,255.3,253.72,254.83
254.58,257.02,254.19,256.63
256.97,257.85,256.39,257.27
257.75,259.42,257.63,258.78
260.06,260.75,258.79,259.03
259.7,260.27,258.96,260.12
261.19,261.67,260.54,261.67
261.84,265.79,261.76,265.79
263.76,265.51,263.08,264.56
264.17,265.07,262.51,262.76
263.76,264.23,262.27,264.23
265.36,265.98,263.72,264.78
265.45,265.46,261.22,261.89
262.39,262.72,261.94,262.11
263.61,264.91,261.94,261.97
261.64,262.83,260.45,262.68
262.27,264.83,262.25,263.92
266.24,269.51,266.1,269.16
270.54,270.74,267.45,267.52
267.23,267.46,264.74,266.14
266.12,266.43,263.87,265.97
264.81,265.87,263.95,263.95
264.48,265.42,262.53,262.9
263.09,265.25,262.13,264.95
266.47,266.58,261.49,263.32
262.84,264.8,262.18,264.8
264.82,266.21,261.43,261.43
262.07,263.34,259.42,260.49
261.44,261.88,258.65,260.1
262.02,262.08,260.08,261.71
261.59,262.25,259.36,261.3
261.25,263.35,260.79,262.91
264.04,264.83,261.1,261.1
259.69,260.99,258.15,258.74
258.94,259.06,254.62,256.06
255.01,255.43,253.49,254.66
255.69,257.66,255.42,257.22
258.08,258.85,256.42,258.47
257.71,258.44,256.94,258.07
258.57,259.01,255.48,257.64
259.28,259.35,256.77,256.89
254.49,255.77,253.5,254.82
255.44,255.64,254.21,254.31
254.68,255.97,253.8,254
253.8,257.9,253.61,257.09
258.33,258.44,256.35,256.65
257.65,260.97,257.22,260.92
261.14,262.52,260.41,261.44
261.58,261.85,260.79,261.61
261.3,262.29,260.49,261.63
261.64,262.89,261.28,262.16
263.79,268.07,263.51,268.07
266.64,267.73,266.1,266.85
265.63,268.89,265.56,267.15
267.7,267.96,265.89,266.01
263.76,265.71,263.57,264.68
265.91,266.94,264.57,265.04
267.13,268.95,266.69,268.01
268.51,268.61,265.78,266.14
267.57,268.88,266.54,266.54
269.01,269.12,266.62,267.25
266.83,266.83,263.88,264.78
264.25,264.92,263.1,264.57
263.75,264.81,261.5,264.15
264.66,264.75,262.01,262.43
262.69,263.38,261.67,263.33
263.41,263.41,260.08,263.37
264.44,264.44,260.83,260.84
259.03,260.15,258.17,258.3
259.69,261.42,258.85,259.79
258.3,259.81,257.04,257.04
258.34,258.9,255.82,255.82
255.61,256.54,255.1,255.33
258.18,260.18,258.06,259.58
259.42,261.63,259.22,260.54
261.7,262.5,259.02,261.86
261.44,262.28,260.84,261.86
263.88,264.74,263.31,263.39
264.16,264.19,262.03,262.27
262.37,263.16,259.06,260.79
261.32,261.65,258.88,260.36
257.57,257.94,254.63,257.05
255.4,256.16,251.35,252.77
252.85,253.86,251.84,252.39
252.44,254.52,250.14,252.53
254.4,255.14,252.94,254.34
255.4,256.18,253.04,256.18
256.81,257.12,251.34,252
250.7,252.6,249.6,251.51
248.69,252.61,248.37,251.78
253.46,253.61,249.63,251.51
250.55,250.93,247.82,247.85
247.64,249.41,246.11,248.77
248.35,251.46,247.89,251.46
251.12,251.16,248.64,250.01
251.74,252.65,250.03,252
252.2,254.49,251.97,254.49
254.11,254.42,252.79,253.04
253.63,253.67,251.55,252.25
253.17,256.36,253.13,255.72
255.49,256.32,254.52,254.92
256.4,256.47,254.5,256.02
257.63,258.56,254.96,255.2
255.22,255.41,253.61,253.84
254.86,255.27,253.47,254.02
255,257.99,254.77,257.53
256.94,256.96,252.72,252.72
251.46,253.29,251.19,253.29
254.09,256.67,253.98,256.29
256.56,256.74,255.49,256.6
257.94,259.81,257.94,258.99
259.51,259.9,258.6,258.6
260.31,260.48,257.59,258.18
259.7,260.89,259.19,260.19
258.96,259.78,256.66,256.66
258.13,258.28,255.73,257.32
257.41,258.82,256.99,258.19
258.63,259.53,257.97,258.59
259.64,262.16,259.58,260.92
260.7,262.1,260.41,261.21
262.46,263.34,261.41,261.47
260.48,262.03,260.13,260.29
261.45,261.69,259.15,260.54
260.57,260.7,256.51,256.51
255.51,255.7,251.14,251.2
251.49,252.48,251.02,252.2
252.29,252.39,248.72,250.19
249.16,250.32,248.04,248.5
